"","Realm_GETL1","Code","Biome..GET.L3._Ecosystem_Fuctional_Groups..GET.Level.3.","EcosystemType_GETLevel5_6","RLE_2025","EPL_2025","IUCN_GET_2025_L2","IUCN_GET_2022_L3","GET_L2.text","GET_L3.text"
"1266","Freshwater_Wetland","","","Sub-escarpment Savanna_Seep","VU","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1267","Freshwater_Wetland","","","Sub-escarpment Savanna_Unchannelled valley-bottom","EN","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1268","Freshwater_Wetland","","","West Coast_Depression","CR","PP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1269","Freshwater_Wetland","","","West Coast_Floodplain","EN","PP","TF1","TF1.5","Palustrine wetlands","Episodic arid floodplains"
"1270","Freshwater_Wetland","","","West Coast_Seep","EN","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1271","Freshwater_Wetland","","","West Coast_Unchannelled valley-bottom","EN","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1272","Freshwater_River","","","10_N_L","VU","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1273","Freshwater_River","","","10_N_M","LC","WP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1274","Freshwater_River","","","10_N_U","LC","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1275","Freshwater_River","","","10_P_L","VU","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1276","Freshwater_River","","","10_P_M","LC","MP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1277","Freshwater_River","","","10_P_U","LC","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1278","Freshwater_River","","","11_N_F","CR","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1279","Freshwater_River","","","11_N_L","LC","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1280","Freshwater_River","","","11_N_M","VU","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1281","Freshwater_River","","","11_N_U","LC","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1282","Freshwater_River","","","11_P_F","CR","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1283","Freshwater_River","","","11_P_L","VU","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1284","Freshwater_River","","","11_P_M","VU","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1285","Freshwater_River","","","11_P_U","LC","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1286","Freshwater_River","","","12_N_F","LC","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1287","Freshwater_River","","","12_N_L","LC","WP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1288","Freshwater_River","","","12_N_M","LC","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1289","Freshwater_River","","","12_N_U","LC","WP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1290","Freshwater_River","","","12_P_F","CR","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1291","Freshwater_River","","","12_P_L","LC","WP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1292","Freshwater_River","","","12_P_M","LC","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1293","Freshwater_River","","","12_P_U","LC","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1294","Freshwater_River","","","13_N_F","CR","WP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1295","Freshwater_River","","","13_N_L","LC","WP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1296","Freshwater_River","","","13_N_U","LC","WP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1297","Freshwater_River","","","13_P_F","EN","MP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1298","Freshwater_River","","","13_P_L","EN","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1299","Freshwater_River","","","13_P_M","LC","WP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1300","Freshwater_River","","","13_P_U","EN","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1301","Freshwater_River","","","14_N_F","EN","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1302","Freshwater_River","","","14_N_L","LC","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1303","Freshwater_River","","","14_N_M","LC","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1304","Freshwater_River","","","14_N_U","LC","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1305","Freshwater_River","","","14_P_F","EN","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1306","Freshwater_River","","","14_P_L","LC","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1307","Freshwater_River","","","14_P_M","LC","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1308","Freshwater_River","","","14_P_U","LC","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1309","Freshwater_River","","","15_N_F","VU","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1310","Freshwater_River","","","15_N_L","EN","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1311","Freshwater_River","","","15_N_M","EN","MP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1312","Freshwater_River","","","15_N_U","CR","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1313","Freshwater_River","","","15_P_F","CR","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1314","Freshwater_River","","","15_P_L","CR","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1315","Freshwater_River","","","15_P_M","VU","WP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1316","Freshwater_River","","","15_P_U","EN","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1317","Freshwater_River","","","16_N_L","LC","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1318","Freshwater_River","","","16_N_M","EN","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1319","Freshwater_River","","","16_N_U","CR","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1320","Freshwater_River","","","16_P_F","VU","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1321","Freshwater_River","","","16_P_L","LC","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1322","Freshwater_River","","","16_P_M","LC","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1323","Freshwater_River","","","16_P_U","LC","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1324","Freshwater_River","","","17_N_M","CR","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1325","Freshwater_River","","","17_N_U","VU","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1326","Freshwater_River","","","17_P_F","LC","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1327","Freshwater_River","","","17_P_L","LC","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1328","Freshwater_River","","","17_P_M","LC","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1329","Freshwater_River","","","17_P_U","LC","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1330","Freshwater_River","","","18_N_F","CR","NP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1331","Freshwater_River","","","18_N_L","LC","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1332","Freshwater_River","","","18_N_M","LC","PP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1333","Freshwater_River","","","18_N_U","LC","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1334","Freshwater_River","","","18_P_F","CR","NP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1335","Freshwater_River","","","18_P_L","LC","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1336","Freshwater_River","","","18_P_M","EN","NP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1337","Freshwater_River","","","18_P_U","VU","NP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1338","Freshwater_River","","","19_N_F","VU","MP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1339","Freshwater_River","","","19_N_L","EN","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1340","Freshwater_River","","","19_N_M","EN","WP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1341","Freshwater_River","","","19_N_U","CR","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1342","Freshwater_River","","","19_P_F","CR","NP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1343","Freshwater_River","","","19_P_L","CR","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1344","Freshwater_River","","","19_P_M","EN","MP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1345","Freshwater_River","","","19_P_U","CR","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1346","Freshwater_River","","","1_N_F","EN","MP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1347","Freshwater_River","","","1_N_L","LC","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1348","Freshwater_River","","","1_N_M","VU","MP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1349","Freshwater_River","","","1_N_U","EN","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1350","Freshwater_River","","","1_P_F","LC","PP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1351","Freshwater_River","","","1_P_L","LC","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1352","Freshwater_River","","","1_P_M","LC","WP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1353","Freshwater_River","","","1_P_U","VU","MP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1354","Freshwater_River","","","20_N_F","VU","MP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1355","Freshwater_River","","","20_N_L","EN","PP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1356","Freshwater_River","","","20_N_M","EN","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1357","Freshwater_River","","","20_N_U","CR","PP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1358","Freshwater_River","","","20_P_F","CR","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1359","Freshwater_River","","","20_P_L","CR","PP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1360","Freshwater_River","","","20_P_M","EN","WP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1361","Freshwater_River","","","20_P_U","EN","MP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1362","Freshwater_River","","","21_N_F","EN","NP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1363","Freshwater_River","","","21_N_L","CR","PP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1364","Freshwater_River","","","21_N_M","CR","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1365","Freshwater_River","","","21_N_U","CR","PP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1366","Freshwater_River","","","21_P_F","CR","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1367","Freshwater_River","","","21_P_L","CR","PP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1368","Freshwater_River","","","21_P_M","LC","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1369","Freshwater_River","","","21_P_U","CR","NP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1370","Freshwater_River","","","22_N_L","VU","NP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1371","Freshwater_River","","","22_N_M","VU","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1372","Freshwater_River","","","22_N_U","VU","NP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1373","Freshwater_River","","","22_P_F","VU","PP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1374","Freshwater_River","","","22_P_L","VU","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1375","Freshwater_River","","","22_P_M","EN","MP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1376","Freshwater_River","","","22_P_U","EN","PP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1377","Freshwater_River","","","23_N_F","CR","PP","F1","F1.5","Rivers and streams","Seasonal lowland rivers"
"1378","Freshwater_River","","","23_N_L","CR","NP","F1","F1.2","Rivers and streams","Permanent lowland rivers"
"1379","Freshwater_River","","","23_N_M","EN","WP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1380","Freshwater_River","","","23_N_U","CR","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1381","Freshwater_River","","","23_P_F","CR","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1382","Freshwater_River","","","23_P_L","CR","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1383","Freshwater_River","","","23_P_M","EN","MP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1384","Freshwater_River","","","23_P_U","EN","MP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1385","Freshwater_River","","","24_N_F","EN","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1386","Freshwater_River","","","24_N_L","CR","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1387","Freshwater_River","","","24_N_M","VU","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1388","Freshwater_River","","","24_N_U","VU","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1389","Freshwater_River","","","24_P_F","VU","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1390","Freshwater_River","","","24_P_L","EN","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1391","Freshwater_River","","","24_P_M","CR","MP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1392","Freshwater_River","","","24_P_U","CR","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1393","Freshwater_River","","","25_N_F","CR","MP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1394","Freshwater_River","","","25_N_L","LC","MP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1395","Freshwater_River","","","25_N_M","LC","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1396","Freshwater_River","","","25_N_U","VU","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1397","Freshwater_River","","","25_P_F","CR","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1398","Freshwater_River","","","25_P_L","LC","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1399","Freshwater_River","","","26_N_F","LC","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1400","Freshwater_River","","","26_N_L","LC","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1401","Freshwater_River","","","26_N_M","EN","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1402","Freshwater_River","","","26_N_U","LC","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1403","Freshwater_River","","","26_P_F","CR","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1404","Freshwater_River","","","26_P_L","LC","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1405","Freshwater_River","","","26_P_M","CR","MP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1406","Freshwater_River","","","26_P_U","CR","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1407","Freshwater_River","","","27_N_F","LC","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1408","Freshwater_River","","","27_N_L","VU","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1409","Freshwater_River","","","27_N_M","EN","MP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1410","Freshwater_River","","","27_N_U","VU","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1411","Freshwater_River","","","28_N_L","CR","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1412","Freshwater_River","","","28_N_M","CR","WP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1413","Freshwater_River","","","28_N_U","CR","MP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1414","Freshwater_River","","","28_P_F","CR","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1415","Freshwater_River","","","28_P_L","CR","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1416","Freshwater_River","","","28_P_U","CR","MP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1417","Freshwater_River","","","29_N_F","LC","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1418","Freshwater_River","","","29_N_L","LC","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1419","Freshwater_River","","","29_N_M","CR","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1420","Freshwater_River","","","29_N_U","VU","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1421","Freshwater_River","","","29_P_F","EN","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1422","Freshwater_River","","","29_P_L","LC","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1423","Freshwater_River","","","29_P_U","EN","NP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1424","Freshwater_River","","","2_N_F","VU","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1425","Freshwater_River","","","2_N_L","CR","MP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1426","Freshwater_River","","","2_N_M","LC","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1427","Freshwater_River","","","2_N_U","LC","PP","F1","F1.4","Rivers and streams","Seasonal upland streams"
"1428","Freshwater_River","","","2_P_F","VU","MP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1429","Freshwater_River","","","2_P_L","EN","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1430","Freshwater_River","","","2_P_M","VU","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1431","Freshwater_River","","","2_P_U","VU","PP","F1","F1.1","Rivers and streams","Permanent upland streams"
"1432","Freshwater_River","","","30_N_F","VU","NP","F1","F1.4","Rivers and streams","Seasonal upland streams"
